3.219986,0.000001,0
3.304673,0.000001,0
3.342381,0.000001,0
3.273840,0.000001,0
3.234778,0.000001,0
3.220715,0.000001,0
3.228371,0.000001,0
3.399568,0.000001,0
3.255558,0.000001,0
3.345506,0.000001,0
3.271756,0.000001,0
3.273423,0.000001,0
3.248163,0.000001,0
3.245247,0.000001,0
3.232329,0.000001,0
3.224830,0.000001,0
3.217173,0.000001,0
3.258111,0.000001,0
3.364360,0.000001,0
3.243579,0.000001,0
3.227070,0.000001,0
3.365767,0.000001,0
3.262694,0.000001,0
3.358059,0.000001,0
3.255298,0.000001,0
3.261496,0.000001,0
3.386391,0.000001,0
3.244152,0.000001,0
3.372902,0.000001,0
3.396964,0.000001,0
3.243423,0.000001,0
3.371287,0.000001,0
3.385714,0.000001,0
3.265141,0.000001,0
3.278840,0.000001,0
3.227069,0.000001,0
3.264882,0.000001,0
3.367954,0.000001,0
7.358041,0.000001,0
3.313735,0.000001,0
3.379516,0.000001,0
3.261392,0.000001,0
3.244517,0.000001,0
3.376287,0.000001,0
3.402850,0.000001,0
3.246912,0.000001,0
3.272277,0.000001,0
3.352277,0.000001,0
6.176327,0.000001,0
3.239673,0.000001,0
3.256496,0.000001,0
3.260819,0.000001,0
3.360974,0.000001,0
3.270714,0.000001,0
3.248163,0.000001,0
3.271600,0.000001,0
3.323631,0.000001,0
3.239361,0.000001,0
3.275454,0.000001,0
3.389047,0.000001,0
3.262380,0.000001,0
3.241287,0.000001,0
3.387172,0.000001,0
3.251339,0.000001,0
3.250193,0.000001,0
3.275037,0.000001,0
3.236392,0.000001,0
3.250714,0.000001,0
3.372901,0.000001,0
3.246495,0.000001,0
3.349255,0.000001,0
3.233787,0.000001,0
3.350089,0.000001,0
3.229985,0.000001,0
3.274308,0.000001,0
3.344204,0.000001,0
3.244829,0.000001,0
3.390817,0.000001,0
3.381234,0.000001,0
3.401964,0.000001,0
3.239829,0.000001,0
3.353579,0.000001,0
3.266703,0.000001,0
3.253214,0.000001,0
3.244985,0.000001,0
3.400088,0.000001,0
3.245089,0.000001,0
3.351547,0.000001,0
3.273475,0.000001,0
3.259673,0.000001,0
3.396443,0.000001,0
3.271131,0.000001,0
3.401286,0.000001,0
3.249256,0.000001,0
3.226756,0.000001,0
3.250037,0.000001,0
3.256391,0.000001,0
3.246392,0.000001,0
3.238631,0.000001,0
3.372901,0.000001,0
3.255193,0.000001,0
3.345974,0.000001,0
3.247485,0.000001,0
3.231965,0.000001,0
3.231860,0.000001,0
3.368109,0.000001,0
3.226548,0.000001,0
3.359412,0.000001,0
3.232121,0.000001,0
3.339984,0.000001,0
3.240610,0.000001,0
3.343005,0.000001,0
3.271547,0.000001,0
3.237902,0.000001,0
3.256026,0.000001,0
3.236496,0.000001,0
3.367641,0.000001,0
3.226912,0.000001,0
3.344933,0.000001,0
3.254985,0.000001,0
